ID,Canal,timestamp,Impressoes Disponiveis,Consultas Correspondentes,Impressoes,Cliques,Gasto,Conversao
ADSXJ0010974,Canal4,2023-10-18 13:00:00,20390,12872,3987,482,69.95873337209657,18
ADSXJ0010975,Canal4,2023-12-13 06:00:00,9523,6879,1880,288,41.87483956281557,8
ADSXJ0010976,Canal4,2023-11-22 00:00:00,556244,529464,357974,55235,8014.94673694812,758
ADSXJ0010977,Canal4,2023-11-16 08:00:00,252114,238057,158553,24994,3626.331441036661,709
ADSXJ0010978,Canal4,2023-12-24 05:00:00,84308,73441,47957,7044,1021.799365440374,81
ADSXJ0010979,Canal4,2023-10-29 13:00:00,33033,20316,6825,730,105.8316812762591,22
ADSXJ0010980,Canal4,2023-10-07 07:00:00,16639,11718,3911,480,69.54215811174605,9
ADSXJ0010981,Canal4,2023-10-16 07:00:00,14315,11136,4214,468,67.78238799628936,19
ADSXJ0010982,Canal4,2023-10-24 02:00:00,3750,2750,1103,98,14.25000526887425,3
ADSXJ0010983,Canal4,2023-11-25 06:00:00,137666,120953,80070,11098,1607.388405332654,345
ADSXJ0010984,Canal4,2023-10-22 11:00:00,46512,25116,8290,655,94.78797067755404,12
ADSXJ0010985,Canal4,2023-11-08 07:00:00,10675,7771,2793,438,63.45029470669981,18
ADSXJ0010986,Canal4,2023-10-05 00:00:00,425078,437188,301861,52702,7630.107972165633,724
ADSXJ0010987,Canal4,2023-10-21 08:00:00,43380,24923,9852,1010,146.1799874847917,12
ADSXJ0010988,Canal4,2023-11-30 03:00:00,151831,148597,96724,15236,2205.111544477812,168
ADSXJ0010989,Canal4,2023-10-07 04:00:00,1857,1447,365,68,9.805362030807425,4
ADSXJ0010990,Canal4,2023-12-13 03:00:00,147635,143335,93211,15754,2279.722540244563,217
ADSXJ0010991,Canal4,2023-12-18 08:00:00,293071,279695,187264,29252,4232.871454010576,402
ADSXJ0010992,Canal4,2023-12-11 10:00:00,15386,12607,2976,469,67.81867046667917,17
ADSXJ0010993,Canal4,2023-11-22 03:00:00,145297,140917,92814,14847,2147.68744598928,466
ADSXJ0010994,Canal4,2023-10-04 06:00:00,10342,6259,1953,239,34.61855169933349,7
ADSXJ0010995,Canal4,2023-10-26 02:00:00,209281,198146,134535,21315,3083.070796999487,605
ADSXJ0010996,Canal4,2023-10-24 00:00:00,512138,479925,328823,53789,7777.85916708672,1675
ADSXJ0010997,Canal4,2023-12-20 11:00:00,26,17,13,3,0.4740191891890093,3
ADSXJ0010998,Canal4,2023-12-16 07:00:00,231902,220683,150088,20727,2995.781714546718,645
ADSXJ0010999,Canal4,2023-12-04 09:00:00,395822,351699,235262,35784,5171.000420772927,1018
ADSXJ0011000,Canal4,2023-11-09 09:00:00,16633,11457,3418,440,63.62211199586493,6
ADSXJ0011001,Canal4,2023-12-19 13:00:00,8186,5697,2695,362,52.25331889618586,14
ADSXJ0011002,Canal4,2023-12-12 12:00:00,14213,10666,3227,534,77.18848649635765,8
ADSXJ0011003,Canal4,2023-10-08 15:00:00,20486,12604,3039,332,47.98590266570511,7
ADSXJ0011004,Canal4,2023-12-14 00:00:00,438754,416273,271364,39729,5737.110486882951,439
ADSXJ0011005,Canal4,2023-11-01 07:00:00,19713,13500,4889,640,92.4440607001543,20
ADSXJ0011006,Canal4,2023-11-15 07:00:00,211512,186327,124530,19158,2764.413507200712,598
ADSXJ0011007,Canal4,2023-12-20 00:00:00,562561,555483,370053,56644,8173.260417652762,1608
ADSXJ0011008,Canal4,2023-12-21 08:00:00,311822,317961,213300,34658,5000.375226400794,1080
ADSXJ0011009,Canal4,2023-11-30 02:00:00,234974,232561,153501,22660,3269.034299879602,562
ADSXJ0011010,Canal4,2023-10-04 06:00:00,110056,111109,76194,12448,1795.774049273889,390
ADSXJ0011011,Canal4,2023-12-08 04:00:00,117818,112194,73314,11563,1667.954766754452,287
ADSXJ0011012,Canal4,2023-11-24 06:00:00,134029,118359,78719,11313,1631.338206736778,321
ADSXJ0011013,Canal4,2023-12-07 02:00:00,214681,207233,136888,22550,3251.153437558591,702
ADSXJ0011014,Canal4,2023-12-13 09:00:00,8952,6531,2773,385,55.45185081854665,14
ADSXJ0011015,Canal4,2023-10-28 05:00:00,5250,3869,721,98,14.17702500213736,3
ADSXJ0011016,Canal4,2023-11-23 00:00:00,563846,538602,363935,53829,7757.996932990241,940
ADSXJ0011017,Canal4,2023-12-11 14:00:00,15824,12352,3456,404,58.25321808809299,16
ADSXJ0011018,Canal4,2023-12-11 07:00:00,20892,15946,3975,557,80.26112984725454,12
ADSXJ0011019,Canal1,2023-10-04 00:00:00,113186,91242,65298,9179,1321.833825700472,164
ADSXJ0011020,Canal4,2023-12-10 05:00:00,85932,76552,49951,7266,1045.999787016538,127
ADSXJ0011021,Canal4,2023-10-27 05:00:00,77626,73309,50358,8240,1185.910148278729,113
ADSXJ0011022,Canal4,2023-12-04 08:00:00,304665,269874,182411,27176,3911.264525840552,850
ADSXJ0011023,Canal4,2023-10-11 21:00:00,102052,46123,15069,1248,179.5822305666873,40
ADSXJ0011024,Canal1,2023-11-15 00:00:00,297873,232237,154088,15272,2197.309421677847,377
ADSXJ0011025,Canal4,2023-10-27 03:00:00,131405,131671,89883,14824,2131.850162102144,164
ADSXJ0011026,Canal4,2023-12-23 03:00:00,236809,196754,130751,18248,2624.205986839208,521
ADSXJ0011027,Canal4,2023-12-05 07:00:00,194649,173330,115879,17208,2474.505800000288,488
ADSXJ0011028,Canal4,2023-12-16 05:00:00,105836,93748,62752,9261,1331.491009766897,128
ADSXJ0011029,Canal4,2023-11-20 07:00:00,200306,186922,125441,17409,2502.654103809876,495
ADSXJ0011030,Canal4,2023-10-17 04:00:00,1645,1356,536,92,13.1944539165234,6
ADSXJ0011031,Canal4,2023-12-04 03:00:00,158106,133030,89208,14649,2105.537437785378,165
ADSXJ0011032,Canal4,2023-11-30 04:00:00,104794,100998,64446,10285,1477.967392905721,182
ADSXJ0011033,Canal4,2023-11-17 01:00:00,7226,5814,2667,307,44.11015296877557,12
ADSXJ0011034,Canal4,2023-10-04 03:00:00,111561,105522,72677,13369,1920.406883370278,331
ADSXJ0011035,Canal4,2023-10-25 14:00:00,44058,27573,9042,814,116.9294173823268,18
ADSXJ0011036,Canal4,2023-10-11 05:00:00,10574,6150,2089,293,42.06208846768652,5
ADSXJ0011037,Canal4,2023-10-07 06:00:00,6335,4268,1316,188,26.98933425831276,6
ADSXJ0011038,Canal4,2023-12-05 06:00:00,110793,93202,61591,9585,1376.13747058487,239
ADSXJ0011039,Canal4,2023-11-10 00:00:00,610142,553933,375911,60887,8739.696741528389,1897
ADSXJ0011040,Canal4,2023-11-25 04:00:00,128581,116753,76921,10988,1576.928380379657,194
ADSXJ0011041,Canal4,2023-10-04 11:00:00,16688,10542,2646,344,49.3947755632086,13
ADSXJ0011042,Canal4,2023-10-03 15:00:00,30659,16813,3143,263,37.77054591660384,9
ADSXJ0011043,Canal4,2023-10-22 14:00:00,36099,20018,7329,734,105.2956226892126,22
ADSXJ0011044,Canal4,2023-10-18 12:00:00,19915,12650,4009,438,62.83110032149063,9
ADSXJ0011045,Canal4,2023-12-11 02:00:00,205936,198993,131386,19721,2826.945618647507,616
ADSXJ0011046,Canal4,2023-11-30 06:00:00,123047,116812,73633,10795,1547.248811128148,336
ADSXJ0011047,Canal4,2023-11-16 02:00:00,210710,199844,134956,21529,3084.592390441539,240
ADSXJ0011048,Canal4,2023-11-01 05:00:00,5212,3502,849,114,16.28169717243443,4
ADSXJ0011049,Canal4,2023-12-08 07:00:00,238574,238127,158932,21607,3095.081100504391,676
ADSXJ0011050,Canal4,2023-10-16 05:00:00,66528,63221,43039,6735,964.3778270816114,192
ADSXJ0011051,Canal4,2023-12-22 07:00:00,11372,6822,2919,471,67.43665074964304,17
ADSXJ0011052,Canal4,2023-10-21 05:00:00,5527,3474,1081,115,16.42849427602233,6
ADSXJ0011053,Canal4,2023-10-12 20:00:00,142396,61876,21653,1842,263.7214013083413,23
ADSXJ0011054,Canal4,2023-12-04 07:00:00,226741,195176,131673,18772,2686.592564362442,261
ADSXJ0011055,Canal4,2023-12-23 06:00:00,160461,131425,87466,12426,1777.975641635621,175
ADSXJ0011056,Canal4,2023-12-20 07:00:00,262223,248393,167017,25571,3658.640732983615,445
ADSXJ0011057,Canal4,2023-10-03 05:00:00,65835,57787,38039,6135,877.7498216920876,67
ADSXJ0011058,Canal4,2023-11-18 10:00:00,701235,687566,469438,67786,9693.91128559276,1678
ADSXJ0011059,Canal4,2023-10-20 06:00:00,12054,7024,2374,325,46.41151918487891,10
ADSXJ0011060,Canal4,2023-11-19 06:00:00,113895,105472,68172,10209,1459.518171620325,178
ADSXJ0011061,Canal4,2023-12-24 01:00:00,7962,5053,1673,158,22.65289744181559,4
ADSXJ0011062,Canal4,2023-10-24 01:00:00,6842,5360,1885,178,25.45419854811042,7
ADSXJ0011063,Canal4,2023-10-18 16:00:00,46331,23564,9434,920,131.4796016110684,12
ADSXJ0011064,Canal4,2023-10-07 13:00:00,49222,25864,4170,278,39.6544581791267,7
ADSXJ0011065,Canal4,2023-12-08 04:00:00,3670,2336,860,86,12.32825843764294,5
ADSXJ0011066,Canal4,2023-12-20 10:00:00,9135,5872,2592,303,43.22054318702784,11
ADSXJ0011067,Canal4,2023-12-14 09:00:00,12600,9658,3197,648,92.51503721237592,13
ADSXJ0011068,Canal4,2023-11-20 05:00:00,88035,76789,50975,7639,1090.17722689714,218
ADSXJ0011069,Canal1,2023-12-20 11:00:00,211527,175321,112586,17715,2528.269004826856,244
ADSXJ0011070,Canal4,2023-12-06 02:00:00,224790,211303,142300,21697,3096.158109949912,675
ADSXJ0011071,Canal4,2023-12-19 00:00:00,570541,540187,366240,55081,7858.304975799899,1365
ADSXJ0011072,Canal4,2023-10-28 09:00:00,37120,21656,6393,744,106.165582259181,14
ADSXJ0011073,Canal4,2023-12-21 01:00:00,4285,3200,1557,190,27.1254603857918,2
ADSXJ0011074,Canal4,2023-10-01 17:00:00,54362,24168,6287,368,52.51913784580474,7
ADSXJ0011075,Canal4,2023-10-10 02:00:00,5737,3861,1021,83,11.84086044980402,1
ADSXJ0011076,Canal4,2023-10-02 07:00:00,20904,14152,5552,320,45.63456576320834,10
ADSXJ0011077,Canal4,2023-10-02 00:00:00,20174,13853,3448,156,22.26889215564938,8
ADSXJ0011078,Canal4,2023-10-08 15:00:00,31625,15909,2831,242,34.39847920964921,5
ADSXJ0011079,Canal4,2023-10-12 04:00:00,64325,62426,41837,7948,1131.649089993809,138
ADSXJ0011080,Canal1,2023-10-12 00:00:00,238428,189146,132633,12793,1820.553956459349,367
ADSXJ0011081,Canal4,2023-10-04 02:00:00,175872,165334,113901,20748,2952.461486505106,363
ADSXJ0011082,Canal4,2023-12-04 04:00:00,113639,88931,59106,9668,1375.769870290221,241
ADSXJ0011083,Canal4,2023-10-03 01:00:00,12018,6781,1548,129,18.3442500094206,4
ADSXJ0011084,Canal4,2023-12-24 11:00:00,8793,5545,1591,307,43.68363611465885,8
ADSXJ0011085,Canal1,2023-11-16 01:00:00,186381,141670,96970,9257,1316.784871820213,162
ADSXJ0011086,Canal4,2023-10-23 11:00:00,33681,19431,6708,696,98.97630158205786,12
ADSXJ0011087,Canal4,2023-12-20 06:00:00,144018,133276,88806,14091,2003.211803272721,400
ADSXJ0011088,Canal1,2023-11-18 00:00:00,361509,313847,203354,19261,2736.874958008243,550
ADSXJ0011089,Canal4,2023-10-19 07:00:00,32226,17212,5983,544,77.32470588086092,17
ADSXJ0011090,Canal4,2023-12-21 01:00:00,426399,364256,240211,37072,5267.197545512517,1154
ADSXJ0011091,Canal4,2023-12-11 09:00:00,325939,316237,210093,36040,5120.330813710989,629
ADSXJ0011092,Canal1,2023-10-26 10:00:00,6,5,3,1,0.1552033187735775,0
ADSXJ0011093,Canal4,2023-12-13 12:00:00,8570,6218,2695,434,61.58181550105171,9
ADSXJ0011094,Canal4,2023-10-28 01:00:00,25399,18348,2586,266,37.69290071665392,11
ADSXJ0011095,Canal4,2023-11-24 00:00:00,538422,540296,362587,49449,7018.129340863113,864
ADSXJ0011096,Canal4,2023-12-13 12:00:00,12560,9741,3402,473,67.14648271288644,10
ADSXJ0011097,Canal4,2023-10-02 13:00:00,16983,11369,2710,322,45.74461152941931,8
ADSXJ0011098,Canal4,2023-10-04 10:00:00,15434,10369,2443,323,45.89203496721116,8
ADSXJ0011099,Canal4,2023-10-19 04:00:00,4234,2397,679,105,14.88150913377041,5
ADSXJ0011100,Canal4,2023-11-21 08:00:00,280471,251190,169173,25161,3569.022251167954,279
ADSXJ0011101,Canal4,2023-12-10 06:00:00,116898,106684,69871,9956,1412.10640287628,314
ADSXJ0011102,Canal4,2023-10-10 05:00:00,53713,51701,34909,6395,906.6974345257936,113
ADSXJ0011103,Canal4,2023-10-18 03:00:00,5048,2848,810,79,11.15550041305019,1
ADSXJ0011104,Canal4,2023-11-23 10:00:00,533449,494187,333073,51560,7309.428030795666,569
ADSXJ0011105,Canal1,2023-11-19 08:00:00,7,6,4,1,0.1548675720974182,0
ADSXJ0011106,Canal4,2023-10-27 04:00:00,93861,89049,60783,10394,1472.432997859169,257
ADSXJ0011107,Canal4,2023-10-10 22:00:00,69689,33204,9894,856,121.1922832921451,18
ADSXJ0011108,Canal4,2023-12-20 09:00:00,432668,385343,257788,42127,5965.212270739557,466
ADSXJ0011109,Canal4,2023-11-14 11:00:00,10083,7239,2829,299,42.39423271567316,7
ADSXJ0011110,Canal4,2023-10-26 04:00:00,88896,81981,55326,9922,1404.43103735117,112
ADSXJ0011111,Canal4,2023-11-29 04:00:00,102369,97594,60321,9290,1314.72864363396,102
ADSXJ0011112,Canal4,2023-10-05 10:00:00,15333,10623,2687,407,57.53180400017741,11
ADSXJ0011113,Canal4,2023-11-15 06:00:00,107927,95353,63218,10433,1476.254372604658,259
ADSXJ0011114,Canal4,2023-11-20 08:00:00,286048,260105,175218,25912,3665.504744180304,806
ADSXJ0011115,Canal4,2023-12-13 10:00:00,492436,490841,325740,53618,7581.014540643812,1521
ADSXJ0011116,Canal4,2023-10-09 18:00:00,41557,23130,5426,587,82.96618904953291,17
ADSXJ0011117,Canal4,2023-11-23 02:00:00,223061,219296,146063,20488,2896.33161582528,358
ADSXJ0011118,Canal4,2023-10-25 05:00:00,79586,71993,49093,8134,1149.656824464704,89
ADSXJ0011119,Canal4,2023-10-26 03:00:00,134139,125370,84778,14397,2034.72209111235,360
ADSXJ0011120,Canal4,2023-11-29 05:00:00,86299,81427,49354,7902,1116.599047586424,108
ADSXJ0011121,Canal4,2023-12-23 07:00:00,8949,6323,2577,391,55.28090206542529,4
ADSXJ0011122,Canal4,2023-10-24 05:00:00,3029,2395,844,126,17.75646432938474,3
ADSXJ0011123,Canal4,2023-10-07 00:00:00,19494,13454,2645,301,42.46071837414435,3
ADSXJ0011124,Canal4,2023-11-24 02:00:00,230018,223930,149337,21708,3067.117230801392,538
ADSXJ0011125,Canal4,2023-10-08 14:00:00,28619,15488,2473,220,31.02744183301627,7
ADSXJ0011126,Canal4,2023-10-16 04:00:00,70730,67853,46223,7582,1070.38017576821,86
ADSXJ0011127,Canal4,2023-10-27 08:00:00,353556,340142,231868,34607,4884.561813563615,478
ADSXJ0011128,Canal4,2023-12-14 15:00:00,45,35,28,10,1.388172224092636,3
ADSXJ0011129,Canal4,2023-12-24 07:00:00,188219,177593,117437,18798,2652.243958754495,258
ADSXJ0011130,Canal4,2023-10-07 12:00:00,48204,27281,4350,299,42.23592952496461,6
ADSXJ0011131,Canal4,2023-10-05 05:00:00,67072,66993,45965,8644,1218.995340147915,217
ADSXJ0011132,Canal4,2023-12-24 04:00:00,102216,92936,60919,9200,1297.208006507963,129
ADSXJ0011133,Canal4,2023-11-23 01:00:00,353419,352346,234869,33232,4684.702685478671,1036
ADSXJ0011134,Canal4,2023-11-09 00:00:00,634775,550746,375815,55394,7804.246575554854,612
ADSXJ0011135,Canal1,2023-10-05 00:00:00,228453,197869,138507,13903,1957.740909681428,157
ADSXJ0011136,Canal4,2023-12-05 04:00:00,96094,79864,52861,8348,1175.235836655706,115
ADSXJ0011137,Canal1,2023-10-12 00:00:00,120767,100651,71647,8923,1255.949668647037,224
ADSXJ0011138,Canal4,2023-12-22 09:00:00,558076,530183,358851,53404,7514.300597494721,1323
ADSXJ0011139,Canal4,2023-10-27 00:00:00,23929,17370,4837,496,69.78206356984956,16
ADSXJ0011140,Canal4,2023-12-05 00:00:00,462061,427878,288572,46323,6515.280523044312,1315
ADSXJ0011141,Canal4,2023-11-04 00:00:00,39868,30074,6329,527,74.08126617368191,11
ADSXJ0011142,Canal4,2023-10-28 04:00:00,5846,4431,709,105,14.75445966830469,6
ADSXJ0011143,Canal4,2023-12-11 02:00:00,6212,4407,1588,185,25.97025114235759,3
ADSXJ0011144,Canal4,2023-12-22 02:00:00,3068,2230,1230,190,26.73258758985859,4
ADSXJ0011145,Canal4,2023-11-29 13:00:00,9828,7609,2932,351,49.31062561138915,9
ADSXJ0011146,Canal4,2023-11-30 07:00:00,214089,208554,136676,19384,2724.238150781392,267
ADSXJ0011147,Canal4,2023-10-09 16:00:00,40638,21212,4436,372,52.19782660886828,5
ADSXJ0011148,Canal4,2023-11-29 09:00:00,9676,7816,2884,448,62.92960508943151,16
ADSXJ0011149,Canal4,2023-11-01 08:00:00,27869,17196,6609,732,102.803882114883,14
ADSXJ0011150,Canal4,2023-12-06 01:00:00,358225,341536,230218,35045,4919.52427067492,389
ADSXJ0011151,Canal1,2023-11-17 17:00:00,15,11,8,1,0.1534007686711848,0
ADSXJ0011152,Canal4,2023-10-21 09:00:00,48833,28245,10689,1150,161.3672967947231,28
ADSXJ0011153,Canal4,2023-12-20 04:00:00,108182,101763,66813,11077,1554.592446109987,345
ADSXJ0011154,Canal4,2023-11-05 01:00:00,26376,18237,4118,439,61.65255951908196,13
ADSXJ0011155,Canal4,2023-11-19 04:00:00,137610,130427,85351,13492,1893.062377922128,334
ADSXJ0011156,Canal4,2023-11-30 05:00:00,86097,80572,48747,7479,1049.168364772436,82
ADSXJ0011157,Canal4,2023-12-17 08:00:00,299439,274708,185306,29948,4200.754558559292,741
ADSXJ0011158,Canal4,2023-10-23 10:00:00,35471,19592,7103,735,103.1420340398439,16
ADSXJ0011159,Canal4,2023-10-28 00:00:00,560643,554141,379271,55199,7740.656015095165,961
ADSXJ0011160,Canal4,2023-11-21 04:00:00,99889,91733,61162,9880,1385.25445540386,248
ADSXJ0011161,Canal4,2023-10-07 09:00:00,32332,21967,6057,629,88.24904307942148,18
ADSXJ0011162,Canal4,2023-12-14 14:00:00,667952,645780,426359,66345,9301.138497961572,1884
ADSXJ0011163,Canal4,2023-10-05 09:00:00,76,20,16,3,0.4595523794477298,1
ADSXJ0011164,Canal4,2023-11-30 03:00:00,143662,142078,88725,13817,1936.090102491346,154
ADSXJ0011165,Canal1,2023-12-11 19:00:00,35,22,14,1,0.1531088416138504,0
ADSXJ0011166,Canal4,2023-11-30 09:00:00,393831,395737,265181,44517,6235.847612961991,775
ADSXJ0011167,Canal4,2023-10-04 07:00:00,201480,203903,139279,21713,3041.055441390456,620
ADSXJ0011168,Canal4,2023-10-09 19:00:00,66575,32452,5117,407,56.93083115072862,13
ADSXJ0011169,Canal4,2023-10-12 06:00:00,91347,87680,58500,9286,1300.201131454547,233
ADSXJ0011170,Canal4,2023-11-15 08:00:00,282004,244262,164107,26566,3719.649941339907,831
ADSXJ0011171,Canal4,2023-11-15 05:00:00,84887,72420,47668,8060,1128.435311648664,254
ADSXJ0011172,Canal4,2023-10-23 05:00:00,74354,69914,47402,7523,1052.774215308664,106
ADSXJ0011173,Canal4,2023-10-13 06:00:00,110525,110465,75018,11474,1605.741005715012,288
ADSXJ0011174,Canal4,2023-10-12 18:00:00,126402,60644,16877,1196,167.2517940724001,25
ADSXJ0011175,Canal4,2023-11-02 05:00:00,95267,83192,55764,10215,1428.981277491196,320
ADSXJ0011176,Canal4,2023-11-16 11:00:00,489250,478123,324629,57700,8070.535413172864,795
ADSXJ0011177,Canal4,2023-10-10 23:00:00,37499,19078,5873,519,72.588587473873,15
ADSXJ0011178,Canal4,2023-12-20 12:00:00,650744,567760,377492,63520,8881.102254234575,1803
ADSXJ0011179,Canal4,2023-10-19 00:00:00,486401,446563,307738,53542,7478.099495255302,737
ADSXJ0011180,Canal4,2023-10-11 06:00:00,105018,101582,67722,11188,1561.489700671696,125
ADSXJ0011181,Canal4,2023-10-06 07:00:00,22403,16708,5866,451,62.99009729725987,14
ADSXJ0011182,Canal4,2023-10-19 08:00:00,31177,16505,4893,518,72.28154181693564,17
ADSXJ0011183,Canal4,2023-11-19 00:00:00,676228,651354,442837,65810,9179.698977140828,906
ADSXJ0011184,Canal4,2023-10-30 08:00:00,27495,18640,6403,786,109.596783077676,11
ADSXJ0011185,Canal4,2023-12-07 09:00:00,312273,295765,196514,35706,4980.250919231311,885
ADSXJ0011186,Canal4,2023-11-17 03:00:00,143309,137720,93342,16040,2236.792219057747,397
ADSXJ0011187,Canal4,2023-10-26 14:00:00,46351,25534,8950,876,122.2159218097132,18
ADSXJ0011188,Canal4,2023-11-08 05:00:00,1694,1438,501,67,9.2921190692006,4
ADSXJ0011189,Canal4,2023-11-02 07:00:00,18814,13258,5176,702,97.79213138784716,23
ADSXJ0011190,Canal4,2023-11-16 03:00:00,140863,135236,89338,15909,2217.15891561964,454
ADSXJ0011191,Canal4,2023-12-06 07:00:00,15692,9501,4125,488,68.05171686564422,18
ADSXJ0011192,Canal4,2023-11-29 08:00:00,286080,279084,182810,26447,3683.398583299729,656
ADSXJ0011193,Canal4,2023-11-29 02:00:00,4519,2809,1267,121,16.88786403169218,2
ADSXJ0011194,Canal4,2023-10-25 13:00:00,40151,25357,8637,815,113.4742438581693,29
ADSXJ0011195,Canal4,2023-12-20 02:00:00,238479,219718,147531,22896,3186.258924503851,399
ADSXJ0011196,Canal4,2023-11-16 09:00:00,346929,324707,218022,36698,5106.672439544524,640
ADSXJ0011197,Canal4,2023-11-30 04:00:00,100692,97162,59651,9377,1304.491404855151,294
ADSXJ0011198,Canal4,2023-12-05 00:00:00,14981,10795,4718,459,63.80888231128592,6
ADSXJ0011199,Canal4,2023-12-05 08:00:00,244189,220554,147789,23171,3220.390721783627,723
ADSXJ0011200,Canal4,2023-11-23 03:00:00,146625,137822,91906,13489,1874.815580770693,186
ADSXJ0011201,Canal4,2023-11-16 06:00:00,102252,99140,65323,10565,1468.128410058148,149
ADSXJ0011202,Canal4,2023-11-07 08:00:00,15944,11397,4008,514,71.36406382990629,13
ADSXJ0011203,Canal4,2023-10-09 03:00:00,3476,2339,528,34,4.706360019452124,4
ADSXJ0011204,Canal4,2023-11-19 05:00:00,100902,94823,61356,9770,1357.13932199471,305
ADSXJ0011205,Canal4,2023-11-16 05:00:00,77361,74261,48503,7922,1099.676968253473,228
ADSXJ0011206,Canal4,2023-10-08 02:00:00,175188,164938,113711,21019,2917.598752378993,522
ADSXJ0011207,Canal4,2023-11-19 07:00:00,202295,192780,127651,18093,2511.3570114756,447
ADSXJ0011208,Canal4,2023-10-09 11:00:00,20954,12216,1949,156,21.68518199522279,7
ADSXJ0011209,Canal4,2023-11-15 01:00:00,357284,323613,219021,34954,4849.465705148173,609
ADSXJ0011210,Canal4,2023-12-18 10:00:00,8402,5301,2339,326,45.16944767653904,5
ADSXJ0011211,Canal1,2023-11-15 00:00:00,156354,130065,88925,11767,1631.919159605938,131
ADSXJ0011212,Canal4,2023-10-16 14:00:00,22879,15045,4644,474,65.74878249168567,11
ADSXJ0011213,Canal4,2023-10-26 06:00:00,131087,119212,81661,14260,1976.337439217257,196
ADSXJ0011214,Canal4,2023-12-18 09:00:00,374981,349151,235902,39120,5420.606786930683,1218
ADSXJ0011215,Canal4,2023-12-16 00:00:00,661452,648713,444203,63523,8800.427526175597,702
ADSXJ0011216,Canal4,2023-11-24 09:00:00,394869,381824,254289,43261,5993.207122625881,596
ADSXJ0011217,Canal4,2023-12-06 09:00:00,363110,326979,219879,35684,4941.829412748762,1110
ADSXJ0011218,Canal4,2023-10-18 05:00:00,66310,61172,41656,6741,933.5039981094196,119
ADSXJ0011219,Canal4,2023-10-03 04:00:00,74978,64538,43911,7573,1048.520213195851,84
ADSXJ0011220,Canal4,2023-11-06 07:00:00,11736,7900,2597,329,45.52452949678771,13
ADSXJ0011221,Canal4,2023-10-29 08:00:00,29800,17557,5938,634,87.70052202054113,14
ADSXJ0011222,Canal4,2023-11-22 09:00:00,414304,357376,240920,38515,5328.734343416302,531
ADSXJ0011223,Canal4,2023-11-28 07:00:00,213286,203101,136425,19890,2751.77579111108,276
ADSXJ0011224,Canal4,2023-12-08 03:00:00,178117,170934,113236,17747,2454.452430066191,507
ADSXJ0011225,Canal4,2023-10-07 14:00:00,32458,18987,4773,447,61.81469717433028,13
ADSXJ0011226,Canal4,2023-10-25 06:00:00,124159,117968,80609,13128,1815.127356697156,411
ADSXJ0011227,Canal4,2023-12-17 11:00:00,7908,5768,2711,388,53.63491626186369,14
ADSXJ0011228,Canal4,2023-11-21 03:00:00,144574,136251,91245,14289,1975.264353641478,250
ADSXJ0011229,Canal4,2023-11-16 04:00:00,96418,92794,60874,10991,1519.313010316615,313
ADSXJ0011230,Canal4,2023-10-04 01:00:00,7729,3461,1020,121,16.76481161508485,6
ADSXJ0011231,Canal4,2023-12-01 00:00:00,652831,599497,406002,56533,7808.219650048405,778
ADSXJ0011232,Canal4,2023-10-02 20:00:00,51511,26312,6129,444,61.2627838993433,14
ADSXJ0011233,Canal4,2023-12-08 00:00:00,645667,644510,430817,66123,9127.80120372838,730
ADSXJ0011234,Canal4,2023-11-25 03:00:00,189615,174809,116165,16542,2283.177036525903,185
ADSXJ0011235,Canal4,2023-11-01 09:00:00,32280,19433,7352,850,117.3474793224054,24
ADSXJ0011236,Canal4,2023-11-30 10:00:00,492881,467286,310156,60171,8304.350054858862,665
ADSXJ0011237,Canal4,2023-12-11 10:00:00,421670,412047,274078,48940,6754.134550036495,1209
ADSXJ0011238,Canal4,2023-12-14 06:00:00,8716,6133,2139,494,68.12421317681476,5
ADSXJ0011239,Canal4,2023-11-15 10:00:00,9685,7404,2953,404,55.75867629619184,10
ADSXJ0011240,Canal4,2023-12-14 08:00:00,15102,10739,3672,639,88.14974100666272,18
ADSXJ0011241,Canal4,2023-10-19 04:00:00,81322,74188,50687,8560,1179.993308643225,212
ADSXJ0011242,Canal4,2023-11-28 05:00:00,82292,71731,47323,7699,1061.010831085093,219
ADSXJ0011243,Canal4,2023-12-16 08:00:00,386017,372608,254064,35432,4882.890328369778,877
ADSXJ0011244,Canal4,2023-12-15 08:00:00,16705,11099,5594,691,95.16498279743716,14
ADSXJ0011245,Canal4,2023-10-26 11:00:00,53936,27706,6817,691,95.16243521924105,12
ADSXJ0011246,Canal4,2023-10-13 04:00:00,84111,81053,54962,8925,1229.600814898455,156
ADSXJ0011247,Canal4,2023-10-20 07:00:00,30869,16466,5420,563,77.53380118990033,13
ADSXJ0011248,Canal4,2023-11-28 05:00:00,2004,1570,566,66,9.031941167255363,2
ADSXJ0011249,Canal4,2023-10-03 00:00:00,396799,336476,227319,37498,5163.191206746923,1171
ADSXJ0011250,Canal4,2023-11-02 08:00:00,26273,18769,7596,898,123.6409529285415,29
ADSXJ0011251,Canal4,2023-10-03 01:00:00,8387,2998,767,119,16.39466782935242,1
ADSXJ0011252,Canal4,2023-11-21 02:00:00,224299,213567,143407,21517,2960.887872255428,298
ADSXJ0011253,Canal4,2023-10-05 01:00:00,12868,7529,1552,174,23.90438209125198,8
ADSXJ0011254,Canal4,2023-11-19 03:00:00,206795,196487,130330,20071,2760.774605771714,280
